Name,RT [min],CCS,m/z meas.,Ions,Original annotation,Molecular Formula,Name for process,Lipidlynx name bulk,Lipidlynx name molecular species,ID confidence,20w1-1,20w1-2,20w1-3,20w2-1,20w2-2,20w2-3,13w-1,13w-2,13w-3,CBO1,CBO2,CBO3,FBO1,FBO2,FBO3,QC01,QC02,QC03,QC04,QC05,QC06,QC07,QC08
_816.58548_2.77_,277,2945,81658548,[M+NH4]+,,,_816.585_2.77__,,,,0.736302892,0.757857031,0.789996986,0.705455929,0.660203608,0.545643163,1.183304972,1.561275713,1.385386569,NA,1.488862269,1.529570445,0.850025755,NA,0.551709985,0.97556564,1.029837307,0.961798358,1.00602972,1.001132718,1.038640906,0.941770691,1.022241366
_816.56997_9.46_,946,2924,81656997,[M+NH4]+,,,_816.57_9.46__,,,,1.501407301,1.191056038,1.821380646,1.400175155,1.372417299,1.436907622,1.776391657,1.833508894,1.572032531,0.895307793,0.655029973,0.409886065,0.446257683,NA,0.32987937,1.018498452,1.05365873,0.959602917,0.977286732,0.99822892,0.959554566,1.057035027,0.888514849
_816.56878_3.15_,315,2894,81656878,[M+H]+,,,_816.569_3.15_[M+H]+_,,,,0.929030306,0.774205229,NA,NA,0.56362843,0.521238648,0.858363219,0.590291399,0.969274343,2.399701814,1.963544526,1.927934144,1.189882298,1.868505629,0.748111025,1.001161135,1.057863255,0.921631966,1.017978013,0.976659732,1.039873978,0.95603096,1.05331802
_816.55323_3.18_,318,2856,81655323,"[M-H]-, [M-H-H2O]-, [M+HCOOH-H]-",,,_816.553_3.18_[M-H]-_,,,,0.438562003,0.525095595,0.538774112,0.736573311,0.657974826,0.62869593,0.491529996,0.659807764,0.564107395,0.389446054,0.39483449,0.269219701,0.877396002,0.160695977,0.378180597,1.000247594,0.99109171,1.031839924,0.948581715,1.065872132,0.926676598,1.014819391,1.040107874
_815.57835_5.19_,519,3044,81557835,"[M+H]+, [M+NH4]+",,,_815.578_5.19_[M+H]+_,,,,1.270147076,1.13102817,1.342727768,1.266697204,1.250871277,1.270108311,1.223244213,1.149509994,1.062614563,NA,0.002086341,0.001878889,0.001952764,0.00322551,0.002601348,1.026457072,0.993889425,1.009656893,0.978393072,0.964557767,1.036220593,0.973748171,0.985951939
_815.4858_2.15_,215,2877,8154858,[M+HCOO]-,,,_815.486_2.15__,,,,0.889685184,0.813891713,0.780644236,1.066351497,0.705704108,0.873354,1.650046729,1.360139114,1.529127646,0.265583548,0.521509589,0.471248659,NA,0.07633278,0.13868107,0.989693372,1.09146142,0.97053663,0.906200046,1.017573231,1.038354023,0.961722102,1.071129872
_815.4448_0.64_,64,2691,8154448,[M+H]+,,,_815.445_0.64_[M+H]+_,,,,1.407613259,1.33661671,1.338491461,1.440667147,1.745380855,1.429326834,1.317457203,1.165375854,1.013980589,NA,NA,NA,NA,NA,NA,1.061243491,0.966081371,1.001054889,0.962798391,1.059842863,0.910272906,1.070754172,0.964782619
_815.41786_1.46_,146,2777,81541786,[M+HCOO]-,,,_815.418_1.46__,,,,1.488311397,1.495658275,1.625689489,1.615379135,1.460299082,1.560386416,1.596636467,1.405704543,1.483777,NA,NA,NA,NA,NA,NA,0.986972143,1.03364286,0.935531131,1.072031226,0.934429297,1.036248551,1.061307372,0.913767486
_815.37092_0.87_,87,2942,81537092,[M+HCOO]-,,,_815.371_0.87__,,,,1.470890964,1.377396333,1.117613772,1.92726019,0.659240483,1.360329714,0.947215952,1.514024257,1.7877199,NA,NA,NA,NA,NA,NA,0.928447593,1.001449204,1.007708008,0.991338969,1.03682359,0.940588552,1.077225197,1.058926724
_814.65942_5.05_,505,307,81465942,[M+NH4]+,,,_814.659_5.05__,,,,1.125949791,1.138388938,1.029686251,1.334196575,1.335764532,1.234902634,1.476397446,0.956970715,1.030909753,NA,NA,NA,NA,NA,NA,0.999229945,0.996558279,1.009407436,1.020391149,0.939972935,1.000123491,1.069151861,0.95369699
_814.57382_2.74_,274,2928,81457382,[M+H]+,,,_814.574_2.74_[M+H]+_,,,,1.017430345,NA,0.6968698,NA,0.754856947,NA,1.52911718,1.329733544,1.575202762,NA,NA,NA,NA,NA,NA,1.038586787,1.007608453,1.020750355,0.988296829,0.908476846,1.048793984,1.030158211,0.973771439
_814.55606_9.56_,956,290,81455606,[M+HCOO]-,,,_814.556_9.56__,,,,1.373763673,1.199565015,1.263549402,NA,NA,NA,1.523280085,1.483615134,1.468287656,1.23624618,0.799406933,NA,NA,0.29077768,0.437635977,0.938896069,1.018355024,1.007425842,1.015624392,1.031920387,0.968006142,0.98409901,1.026517008
_814.52339_2.29_,229,2858,81452339,[M-H]-,,,_814.523_2.29_[M-H]-_,,,,1.262858348,0.905513253,0.791296048,0.703156072,NA,NA,0.984954151,1.211171341,1.086952645,NA,0.548723565,NA,0.074657672,NA,0.064750776,0.976958247,1.076138732,0.908256349,1.059801265,0.984425076,1.009420379,1.087582269,0.96200666
_814.48369_2.53_,253,2938,81448369,[M+HCOO]-,,,_814.484_2.53__,,,,1.011555202,0.967044183,1.339360562,1.059160484,0.950563261,1.115171801,1.009524086,1.082016389,1.077910516,1.544435681,1.095266993,NA,0.836866508,0.16170455,0.493443791,1.01337795,0.946428677,1.068752782,0.946601222,1.06355217,0.980721344,0.948517403,1.042908052
_813.72992_6.81_,681,3085,81372992,[M+NH4]+,,,_813.73_6.81__,,,,0.60351979,0.570111667,NA,NA,0.527143862,NA,0.668184137,0.680122679,0.654450907,1.600823484,1.516709651,0.811891606,0.586274509,0.284068631,0.293253902,0.981402865,1.007850289,1.036159435,0.970725027,1.039086411,0.996776652,0.96644308,1.024811557
_813.70181_6.81_,681,2993,81370181,[M+HCOO]-,,,_813.702_6.81__,,,,0.588177887,0.619266747,0.507799325,0.670094336,0.648048541,0.712972303,0.563489309,0.550305826,0.627721923,1.109745097,1.210436425,1.52597786,1.368213014,2.135678227,1.937655645,0.988955399,0.978855839,0.997960095,1.032336257,1.026386658,0.983704018,1.046646163,0.973434943
_813.54791_4.36_,436,2895,81354791,[M+HCOO]-,,,_813.548_4.36__,,,,1.52553291,1.370018597,1.643549932,1.159329334,1.540482599,1.079183166,1.981341576,1.845414729,1.560027356,NA,NA,NA,0.755309897,NA,NA,1.010351447,1.058548282,0.894962919,1.045585886,0.96455744,1.052675077,1.010747006,0.944271448
_812.65496_5.19_,519,2917,81265496,"[M+NH4]+, [M+Na]+",,,_812.655_5.19_[M+NH4]+_,,,,1.286533456,1.292591602,1.048657782,0.953143371,0.797669906,0.970002425,2.028817068,2.003701492,1.930515517,0.833613566,0.594805854,0.401980459,0.200342576,0.154807859,0.176819389,0.987935172,0.973722853,1.052508964,0.985981516,0.987996536,0.993347311,1.011946041,0.9581839
_812.54074_3.83_,383,2927,81254074,[M+HCOO]-,,,_812.541_3.83__,,,,0.762855423,0.7691094,0.785029386,0.816255109,0.951024311,0.792066695,0.859591175,0.92787357,1.020957551,0.648176874,0.856311193,0.944907897,1.164372922,1.015520676,1.048984146,1.020540422,0.983093762,0.977684103,1.00269532,1.047822026,0.932281156,1.03392825,0.997268017
_812.50811_2.45_,245,2845,81250811,[M+H]+,,,_812.508_2.45_[M+H]+_,,,,1.633436305,1.481472943,1.568188358,1.356489271,1.160480908,1.44068696,0.8923811,1.190134681,1.220948495,NA,NA,NA,NA,NA,NA,1.022028259,0.932408003,1.084657926,0.925449241,1.051687199,0.989557227,0.952580112,1.016632754
_811.68791_7.01_,701,2954,81168791,[M+HCOO]-,,,_811.688_7.01__,,,,0.531173466,0.477854746,0.534852879,NA,0.583020915,NA,0.620283519,NA,0.633041056,0.879384032,1.198403114,1.652396705,1.614142681,NA,2.039970334,1.04758958,0.936838583,1.068531028,0.934316315,0.975960019,1.021913882,1.087099347,0.943903672
_810.63155_4.8_,48,2917,81063155,[M+HCOO]-,,,_810.632_4.8__,,,,1.336629507,1.237518283,1.070239746,0.901051551,1.00923754,1.008924634,1.769123536,1.54318594,1.773326784,1.613217612,1.171923102,0.884696592,0.407426509,0.36029248,0.451115042,0.931256664,1.072483299,1.017772485,0.906919291,0.992105183,0.955201425,1.014505632,1.086156016
_810.62703_5.23_,523,2943,81062703,[M+HCOO]-,,,_810.627_5.23__,,,,2.865564559,2.478215579,2.562469136,1.471450392,1.502179232,1.329456918,2.641046722,2.578057991,2.871221371,4.118297816,3.874229706,2.57887383,1.660727605,0.983691795,0.961224337,0.990475179,1.083447173,0.951347864,0.937006451,1.036780483,0.975074007,0.967271813,0.959656748
_810.6006_4.13_,413,2895,8106006,[M+HCOO]-,,,_810.601_4.13__,,,,1.544066202,1.670527579,1.616543144,1.664357221,1.667888716,1.575341945,0.914717645,0.937620865,0.91310188,0.257671428,NA,NA,0.192775717,NA,NA,1.031961312,0.904791904,1.09452986,0.948812012,1.012168395,1.020292754,1.036041328,0.979963773
_810.56397_2.43_,243,2892,81056397,[M+NH4]+,,,_810.564_2.43__,,,,1.808194633,1.523200617,1.778703312,1.762888566,1.71053361,1.683270205,0.675344147,0.578764579,0.645195037,NA,NA,NA,NA,NA,NA,1.041048347,0.965878424,0.995957225,1.023114278,0.996404601,0.991900129,0.987906238,0.982126289
_810.52787_2.75_,275,2882,81052787,[M+NH4]+,,,_810.528_2.75__,,,,1.204420169,1.208395314,1.37267824,1.421220375,1.298437659,1.341009415,0.710064292,0.838575312,0.66284054,NA,NA,NA,NA,NA,NA,1.039328736,0.990879142,0.99519991,0.993316271,0.995759062,0.948420239,1.018795433,1.003902086
_810.50606_0.64_,64,272,81050606,[M+NH4]+,,,_810.506_0.64__,,,,1.345949384,1.321137468,1.103158888,1.662001606,1.277196459,1.362852233,1.556501387,1.218835189,1.269843604,NA,NA,NA,NA,NA,NA,1.025341116,1.018569837,0.918815644,0.947803096,1.030025327,0.955859318,0.98902929,1.074499292
_809.59332_5.35_,535,2957,80959332,[M+HCOO]-,,,_809.593_5.35__,,,,3.771735323,3.838368685,3.805695799,3.553298542,3.811158434,4.531796364,2.765502712,3.003189961,2.54015565,NA,NA,NA,NA,NA,NA,1.080743645,0.969280834,0.990071103,0.977966484,0.961753526,0.932770747,1.023766838,1.041906228
_809.50901_0.74_,74,2845,80950901,[M+NH4]+,,,_809.509_0.74__,,,,2.39806172,1.189111635,1.490360083,1.913401957,2.129362856,1.428647418,0.623102923,1.574698301,0.778671054,NA,NA,NA,NA,NA,NA,1.042507533,0.992139273,0.950833737,0.974423661,1.05126431,1.009139309,0.9359873,1.023047352
_808.62086_4.32_,432,295,80862086,[M+NH4]+,,,_808.621_4.32__,,,,1.176071969,1.168795069,1.100619356,1.08692494,1.063482268,1.046492784,1.507079087,1.533537702,1.495905138,0.456578022,0.200159599,0.116743057,NA,NA,NA,1.026664946,0.999043556,0.961768489,1.031107321,0.99834892,0.994788016,1.016940801,0.947386141
_808.61881_3.89_,389,2934,80861881,[M+H]+,,,_808.619_3.89_[M+H]+_,,,,1.247235339,1.197474431,1.145465858,1.162875902,1.232273641,1.255059253,0.608090065,0.625557107,0.666851713,NA,0.236844622,0.286271234,0.443568784,0.259586517,0.3961154,0.963555738,0.994431373,1.064100613,0.961846989,1.008338975,0.986227855,1.039917441,0.964007673
_808.61139_5.09_,509,2917,80861139,[M+HCOO]-,,,_808.611_5.09__,,,,1.470540131,1.392610527,1.539345419,1.411852918,1.136213434,1.275793569,1.929182339,1.438926796,1.574643699,1.651210342,2.020970863,1.848393837,0.646950777,0.399373719,0.429805954,0.97251293,1.073914795,0.918348332,0.991038094,0.989514629,1.04403445,0.971306029,1.055197392
_808.61122_4.8_,48,2922,80861122,[M+HCOO]-,,,_808.611_4.8__,,,,0.879758588,1.021451622,0.902245376,0.708223917,0.622149704,0.688991665,0.916666918,0.922532988,1.119312409,2.652396952,2.21966219,1.647755711,0.771060807,0.690204596,0.804475376,1.03690637,1.018846485,0.964708128,0.990536137,0.938281749,1.087831332,0.90064029,1.053534461
_808.56936_2.56_,256,2925,80856936,[M+NH4]+,,,_808.569_2.56__,,,,1.237015991,1.161934176,1.094259545,1.172370033,0.999309168,1.037100503,0.681761862,1.180989585,0.905488731,0.040907094,0.059719035,NA,NA,NA,NA,1.029900217,0.953585587,1.039848223,0.956432218,1.006559669,1.00573962,0.989627418,1.033590549
_808.54855_2.28_,228,2866,80854855,[M+NH4]+,,,_808.549_2.28__,,,,1.593677472,1.515964897,1.369543927,1.788471047,1.572440103,1.614671741,1.232819278,1.380328574,1.192034201,NA,NA,NA,NA,NA,NA,1.03186584,0.992766968,1.0348096,0.957563175,0.983663545,1.021401738,1.028421768,0.87703571
_808.52001_1.77_,177,2852,80852001,[M+NH4]+,,,_808.52_1.77__,,,,1.45940498,1.544336612,1.908024068,1.426758798,1.545692908,1.606900687,1.41508442,1.481318691,1.183794337,NA,NA,NA,NA,NA,NA,0.925598964,1.010013902,1.004159418,1.062481494,0.940148126,1.045203754,1.026226633,0.918901915
_807.65067_6.84_,684,2954,80765067,[M+HCOO]-,,,_807.651_6.84__,,,,0.288036783,0.246122345,0.246374855,NA,0.338800048,NA,0.29970387,NA,NA,1.943119009,1.963617995,2.626801509,1.481084222,2.884111847,2.233753925,1.02729195,0.957413602,1.004456228,1.023480147,1.014789416,0.972705393,1.046943272,0.959479395
_807.50318_1.96_,196,2946,80750318,[M+HCOO]-,,,_807.503_1.96__,,,,0.877843267,1.125452576,0.835302732,1.052165683,1.011167579,1.073461898,1.044659111,0.907778904,1.016494429,0.218800206,0.205933608,0.276607715,0.229507974,0.208497557,NA,1.001729487,1.005868716,1.004732854,0.953325655,1.032848315,0.995789977,0.964484156,1.063315629
_807.46967_0.89_,89,2976,80746967,[M+HCOO]-,,,_807.47_0.89__,,,,1.37017376,1.539484684,1.197893848,1.719865945,0.632318071,1.797808709,1.290265749,1.552408283,1.974261276,NA,NA,NA,NA,NA,NA,0.938579287,1.011107674,1.059617293,0.926391206,1.040588504,0.96422299,1.030453259,1.088145995
_807.45703_6.89_,689,289,80745703,[M+HCOO]-,,,_807.457_6.89__,,,,2.087414175,1.932532472,1.490631215,1.117862112,1.121399369,1.406626875,1.494208992,1.954534115,1.99855422,NA,NA,NA,NA,NA,NA,1.040047051,0.927841186,0.995493601,1.065600942,0.987896457,0.971134305,1.054758624,0.901097152
_807.28767_1.8_,18,2944,80728767,[M+HCOO]-,,,_807.288_1.8__,,,,NA,2.838934565,2.417830302,NA,NA,3.225202172,1.964835211,1.993753362,NA,NA,NA,NA,NA,NA,NA,0.999392338,1.032520533,0.970378571,0.960841316,1.010206312,0.99104273,1.033711148,1.003990831
_806.75982_6.73_,673,307,80675982,[M+NH4]+,,,_806.76_6.73__,,,,0.623339437,0.664954277,0.597241506,0.83126043,0.771022918,0.869717421,0.904854609,0.692899106,0.714630187,1.600143019,1.620013594,1.283612346,1.133719258,0.501679793,0.638896303,0.964308579,1.072460819,1.002204423,0.995957464,0.920062309,1.055150606,0.95369669,1.04992264
_806.60653_4.32_,432,2897,80660653,[M+HCOO]-,,,_806.607_4.32__,,,,1.479018264,1.472703458,1.37514103,1.200628989,1.14736402,1.234661866,2.18709349,2.172330064,2.325659524,0.473215262,0.201095756,0.19237491,0.173529343,0.111213947,NA,1.000945093,0.959697387,1.017653533,1.037382237,0.97767686,0.993394353,1.021383904,1.007021864
_806.60579_4.1_,41,2883,80660579,[M+HCOO]-,,,_806.606_4.1__,,,,1.489928033,1.177028848,1.48351747,1.338942665,1.344987695,1.436776141,1.618733655,1.06393912,1.608437855,0.414880827,0.171348362,NA,0.179362731,0.143371503,NA,0.986680068,1.019364859,1.015299347,0.966971091,0.990014918,1.050274304,1.025614461,0.938523789
_806.59555_4.66_,466,2901,80659555,[M+HCOO]-,,,_806.596_4.66__,,,,1.152350566,1.187354662,1.113529665,1.124284715,1.047698204,1.030738323,1.260795692,1.32212583,1.194294515,0.848531088,0.912362108,0.776150223,0.328268264,0.338612674,0.409113871,0.95383803,1.065216023,1.00139162,0.926225027,1.072994736,0.983055285,0.96113519,0.991811667
_806.55453_2.29_,229,291,80655453,[M+H]+,,,_806.555_2.29_[M+H]+_,,,,1.54601497,1.248090641,1.349393356,1.597932416,1.645341541,1.4796568,0.957418051,NA,NA,NA,NA,NA,NA,NA,NA,1.057694085,0.925150877,1.065750982,0.983572065,0.930842236,1.061394872,1.007604105,0.959133958
_806.55383_2.45_,245,2908,80655383,[M+NH4]+,,,_806.554_2.45__,,,,1.546002525,1.347772654,1.361382966,1.343161876,1.081818707,1.157610272,0.878373958,1.457515752,1.34274292,0.045828435,NA,NA,0.04930912,NA,0.037609123,1.025283375,1.008601618,0.95052592,0.989843203,1.012337307,1.002871216,1.006847811,1.016042528
_806.54507_2.76_,276,2885,80654507,[M+HCOO]-,,,_806.545_2.76__,,,,1.899730328,1.509777127,1.891949921,1.956976853,1.745997787,2.041885141,1.406034303,1.709380393,1.354073549,0.173242457,NA,NA,0.148207363,0.101969825,0.165331536,0.914955171,1.086243935,0.995023886,0.93809373,0.992704515,1.045821821,1.003435552,0.974162058
_806.46934_1.79_,179,2849,80646934,[M+HCOO]-,,,_806.469_1.79__,,,,1.154858901,1.024077538,0.855375065,0.792444378,1.03696605,1.1657527,1.006216463,0.97666063,0.904551679,NA,NA,NA,NA,NA,NA,0.983583251,0.975157658,1.016012923,1.086308056,0.961446207,1.003622889,1.017571057,0.941051302
_806.46821_1.09_,109,2697,80646821,[M+NH4]+,,,_806.468_1.09__,,,,1.72457096,1.800711808,1.939582777,1.70409019,1.798609743,1.782087482,1.17675436,1.529606456,1.457440177,NA,NA,NA,NA,NA,NA,0.959922963,1.08395381,0.946974899,0.976681795,1.048186186,0.948987446,0.977467308,1.003776263
_805.57569_2.03_,203,2944,80557569,[M+HCOO]-,,,_805.576_2.03__,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.657057807,NA,0.490595097,NA,NA,0.522898099,0.987975266,1.02631372,0.938693104,1.099545294,0.975755041,0.970291551,1.023166347,0.944784402
_805.55041_2.35_,235,2906,80555041,[M-H]-,,,_805.55_2.35_[M-H]-_,,,,1.28090303,1.007448835,1.071211046,NA,0.992997695,NA,NA,0.88130847,0.665269388,NA,NA,NA,NA,0.122857066,0.132487887,0.985946503,0.996027928,0.97842557,1.046610649,0.951050934,1.087485947,1.055681568,0.899157923
_805.47422_1.74_,174,2862,80547422,[M+HCOO]-,,,_805.474_1.74__,,,,1.394116779,1.65953637,1.199593664,1.427007898,1.164283292,1.493488633,1.245095555,1.414849901,1.445830496,NA,NA,NA,NA,NA,NA,0.929278101,0.985037935,1.078044784,1.064862516,0.941228582,0.928778907,0.9897733,1.060305953
_805.41873_0.59_,59,2631,80541873,[M+NH4]+,,,_805.419_0.59__,,,,0.640584358,0.554427384,0.401965278,0.664411741,0.624187048,0.769872318,1.848982734,1.756037036,1.743463143,1.618880394,0.291450374,0.543747951,0.413004801,NA,0.313113274,0.980765934,0.995998278,1.105090236,0.903314556,0.947714736,1.031910427,1.013062923,1.048055897
_805.19425_2.37_,237,2751,80519425,[M+HCOO]-,,,_805.194_2.37__,,,,NA,NA,NA,NA,0.152356026,NA,0.164054451,0.1419709,0.235927924,NA,NA,NA,0.074106282,0.013658009,0.063564356,0.97212351,1.016571089,1.002574753,1.005904038,1.022030245,1.053695481,0.96741363,1.019528832
_804.78041_6.03_,603,3177,80478041,[M+NH4]+,,,_804.78_6.03__,,,,1.577522932,1.628099593,1.40448488,1.520056402,1.403080746,1.40512176,1.157851414,1.119081353,1.041106162,1.611113913,1.34510144,0.749276961,0.794033566,0.860623356,1.112670608,0.976091788,1.077155405,0.986052805,0.971308266,0.997269015,0.992720366,0.975185056,0.964136543
_804.61088_2.5_,25,2962,80461088,[M+NH4]+,,,_804.611_2.5__,,,,1.311224312,1.351441582,1.135353839,1.782906747,1.654529209,1.717010784,1.123950145,1.182093722,1.124333711,NA,0.041328735,0.01977063,0.083231893,0.022581147,0.033604325,0.999791056,0.990914035,0.983680837,1.030137624,0.947482234,0.994878805,0.983910671,1.04014951
_804.61001_2.33_,233,2918,80461001,[M+NH4]+,,,_804.61_2.33__,,,,1.318015374,1.360408589,1.266233829,1.634376915,1.883847209,1.608525141,1.631996118,2.041994633,1.308782275,NA,0.275741848,NA,NA,NA,NA,1.041620451,0.987304553,0.970283618,1.006516479,0.947917925,0.960023771,0.992412946,1.040810067
_804.58972_3.89_,389,2922,80458972,[M+H]+,,,_804.59_3.89_[M+H]+_,,,,0.857054299,0.62244671,0.819383675,1.103991107,1.08539887,1.088221491,1.177453967,1.240277132,1.271577063,0.405912509,0.378644768,NA,NA,NA,NA,0.967090172,1.035740289,1.001779736,0.960068973,1.020886898,1.022066973,0.952898764,1.016664382
_804.58728_4.23_,423,2968,80458728,[M+NH4]+,,,_804.587_4.23__,,,,0.93719871,0.944790231,0.851581694,0.840176823,1.042577952,0.907396785,0.814455842,0.979161797,0.894040902,1.201350852,1.139025496,0.841578767,1.63067324,0.939928824,1.305687818,0.962831742,1.051932893,0.982925767,0.973204627,0.997991441,1.002107146,1.061071509,0.963034734
_804.52872_2.52_,252,2869,80452872,[M+HCOO]-,,,_804.529_2.52__,,,,0.885366009,0.903249062,1.032448476,1.273937269,1.177130573,1.252734966,1.783410291,2.018527517,1.647075187,0.105901187,NA,NA,0.034426682,0.028120848,0.04284902,1.016278866,0.940032654,1.066920141,0.944049101,1.002985286,1.027124434,0.9804893,1.000583727
_804.45267_0.7_,7,2828,80445267,[M+HCOO]-,,,_804.453_0.7__,,,,NA,0.098949145,NA,NA,NA,NA,NA,NA,NA,0.332708897,0.287613328,0.977142851,NA,0.431337702,NA,1.036834446,0.980875627,0.946928265,1.029394091,1.000851616,1.06217717,0.980894194,0.994489119
_804.1969_2.35_,235,2751,8041969,[M+HCOO]-,,,_804.197_2.35__,,,,NA,NA,0.150159915,0.12336743,0.148289933,0.134239793,0.225476333,0.157879694,0.262649629,0.018075942,0.060283396,0.024530845,0.016286138,0.100325996,0.061245154,1.046020598,0.997616821,0.930789437,1.012062597,1.005574529,1.046527403,1.033743438,0.990080752
_803.43985_0.62_,62,2659,80343985,[M+NH4]+,,,_803.44_0.62__,,,,1.298474769,1.261219305,1.098484183,1.43000871,1.32845691,1.316630633,1.189721894,1.049490668,1.09183336,NA,NA,NA,NA,NA,NA,0.984158702,1.032135218,0.999975176,0.945957855,1.03672632,0.974835051,0.992751184,1.00919178
_803.40426_0.61_,61,2642,80340426,[M+H]+,,,_803.404_0.61_[M+H]+_,,,,1.259213129,1.320709235,1.007699383,1.293005379,1.420300952,1.39219283,0.942062254,0.967559299,1.152533856,NA,NA,NA,NA,NA,NA,0.958987134,1.082026855,0.973410244,0.93430242,1.0543577,0.987314839,0.930677774,1.086091215
_803.19576_2.36_,236,2751,80319576,[M+HCOO]-,,,_803.196_2.36__,,,,0.116113472,0.121123736,0.104767915,0.132056621,0.124196348,0.146008374,0.183430249,0.162862601,0.262234833,0.013513345,0.016602353,0.094318861,0.018129231,0.082166388,0.070715833,0.997161201,1.043607244,0.958685684,0.998269508,1.009633783,1.031147654,0.993408856,1.059300732
_802.76509_5.86_,586,3129,80276509,[M+NH4]+,,,_802.765_5.86__,,,,1.413266644,1.24525613,1.26851616,1.698970958,1.699021839,1.563388186,1.137994786,1.260396627,0.881405052,1.275677154,1.362950917,0.635648504,0.329344461,0.377353498,0.528368248,1.082120524,0.931171911,1.028395479,0.995077599,0.934329013,1.01082721,1.02487959,0.979099533
_802.7642_5.73_,573,315,8027642,[M+NH4]+,,,_802.764_5.73__,,,,0.795752422,0.987701942,0.729367513,0.788674811,0.837663807,1.01945032,0.839101384,0.736641864,0.792241507,2.476639358,2.534122621,2.901288609,0.975050989,0.854837035,1.063681759,1.065294961,1.042908432,0.928463389,0.936631444,0.978394985,1.031971117,1.031480545,0.992456617
_802.76334_5.56_,556,3125,80276334,[M+NH4]+,,,_802.763_5.56__,,,,0.512743633,0.63818001,0.514351281,0.742966922,0.794674459,0.772544188,0.58486154,0.707334728,0.485162653,1.961744754,4.800551627,3.339985087,0.518448018,0.460381964,0.672843677,0.963720192,0.959154818,1.006556552,1.06413954,1.054831193,0.924153071,0.97212296,1.081709297
_802.59478_2.5_,25,2935,80259478,[M+NH4]+,,,_802.595_2.5__,,,,1.049423665,1.098380534,0.922896125,1.452491318,1.56114065,1.452658259,1.076411252,1.23897653,1.112191753,0.297555284,0.374080184,0.397496641,0.609969147,0.439412382,0.954285502,0.963868817,1.071722911,0.945668364,0.984875108,1.019075509,1.010573646,1.038422296,0.959119191
_802.57458_3.51_,351,2892,80257458,[M+H]+,,,_802.575_3.51_[M+H]+_,,,,0.757874295,0.681573485,0.85944703,1.05444078,1.092080795,0.944785591,0.612850642,0.64885564,0.769560591,NA,NA,NA,NA,NA,NA,0.925770902,1.044284401,0.973895387,1.006236745,1.009776608,1.039965868,0.95025701,1.018073689
_802.57168_3.92_,392,2946,80257168,[M+NH4]+,,,_802.572_3.92__,,,,0.759581685,0.75646391,0.838582912,0.903660468,1.073765734,0.882591297,0.643069737,0.839794973,0.856244795,1.007659673,1.645057894,1.522593132,2.086914241,2.601533831,2.551862922,1.064871026,0.943125669,0.972195379,1.024359303,1.043917711,0.957064385,0.998617644,1.028800287
_801.84127_7.42_,742,3035,80184127,[M+HCOO]-,,,_801.841_7.42__,,,,2.174973643,2.694769055,2.829105622,1.963051666,NA,2.752682932,2.739100087,2.463772582,NA,NA,NA,NA,NA,NA,NA,0.968833362,1.000535133,1.069546973,0.985211037,0.973173383,0.91682348,1.081716855,0.995576985
_801.69723_5.74_,574,2969,80169723,[M+HCOO]-,,,_801.697_5.74__,,,,1.973283028,1.999439075,2.009127537,2.100294578,2.061240708,2.194366337,1.751362125,1.600567643,1.78041606,NA,NA,NA,NA,NA,NA,0.988258054,1.01726007,0.984556593,0.996343671,1.002247252,1.001435627,0.986580346,1.03135343
_801.56421_2.99_,299,2906,80156421,[M-H]-,,,_801.564_2.99_[M-H]-_,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.662074017,8.212598421,4.942155817,0.568763148,0.173290918,0.19719577,1.029358121,0.950754467,0.99589223,1.050600767,0.932096418,1.024137479,0.978947163,1.039494401
_801.52841_4.15_,415,290,80152841,[M-H]-,,,_801.528_4.15_[M-H]-_,,,,1.232516351,0.906844547,0.998694921,1.042950492,0.95169217,0.917701143,NA,1.056139764,0.959909723,NA,NA,NA,0.637580154,0.813682662,0.990389652,1.040202792,0.951228328,0.979494389,1.050130497,1.014930526,0.939454292,0.972610681,1.066982736
_801.49677_0.94_,94,276,80149677,"[M+Na]+, [M+K]+",,,_801.497_0.94_[M+Na]+_,,,,1.395923608,1.4066767,1.29287156,0.310460105,0.244358487,0.249345497,2.073776438,1.939476801,1.779493454,1.03828374,NA,0.321581218,NA,NA,NA,0.975349229,1.037765795,0.994402393,0.988735772,0.925896003,1.014324813,1.033817901,1.002954228
_801.46357_0.65_,65,2667,80146357,[M+H]+,,,_801.464_0.65_[M+H]+_,,,,1.553219275,NA,1.979447727,1.798351653,NA,1.569748986,NA,1.670875373,NA,NA,NA,NA,NA,NA,NA,0.996655668,0.980613387,1.045860695,0.975279853,1.008306864,0.899664453,1.07537173,0.975242624
_801.40518_1.15_,115,2737,80140518,[M+HCOO]-,,,_801.405_1.15__,,,,4.852643909,5.050271556,4.917413887,5.370715916,5.765849525,5.505961225,5.55338449,4.749352671,5.333041838,NA,0.026518105,NA,NA,0.027768193,0.023580223,0.985812062,0.971801905,1.078248076,0.972046217,0.930578856,1.054960881,1.020255844,0.971375565
